LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,datetime,content_length
510,03-17,16:14:03.872,1702,2105,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:14:03.872,1
511,03-17,16:14:04.010,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:04.010,1
512,03-17,16:14:04.010,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:04.010,18
513,03-17,16:14:04.307,28601,28601,Informativo,AudioManager,playSoundEffect   effectType: 0,E99,playSoundEffect   effectType: <*>,2024-03-17 16:14:04.307,3
514,03-17,16:14:04.307,28601,28601,Informativo,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...,2024-03-17 16:14:04.307,1
515,03-17,16:14:04.310,1702,14638,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:14:04.310,9
516,03-17,16:14:04.319,1702,2555,Informativo,WindowManager,Destroying surface Surface(name=PopupWindow:9b04807) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E41,Destroying surface Surface(name=<*>) called by <*>,2024-03-17 16:14:04.319,13
517,03-17,16:14:04.326,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:04.326,1
518,03-17,16:14:04.327,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:04.327,18
519,03-17,16:14:04.356,1702,2618,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:14:04.356,9
520,03-17,16:14:04.360,1702,1736,Informativo,WindowManager,Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E41,Destroying surface Surface(name=<*>) called by <*>,2024-03-17 16:14:04.360,13
521,03-17,16:14:04.364,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:04.364,1
522,03-17,16:14:04.364,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:04.364,18
523,03-17,16:14:04.439,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:04.439,1
524,03-17,16:14:04.439,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:04.439,18
525,03-17,16:14:04.450,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:04.450,1
526,03-17,16:14:04.451,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:04.451,18
527,03-17,16:14:04.484,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:04.484,1
528,03-17,16:14:04.484,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:04.484,18
529,03-17,16:14:04.504,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:04.504,1
530,03-17,16:14:04.505,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:04.505,18
531,03-17,16:14:04.932,1702,27357,Advertencia,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:14:04.932,9
532,03-17,16:14:04.938,1702,3693,Advertencia,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:14:04.938,9
533,03-17,16:14:04.943,1702,17622,Advertencia,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:14:04.943,9
534,03-17,16:14:04.947,1702,3137,Advertencia,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:14:04.947,9
535,03-17,16:14:04.950,1702,14640,Advertencia,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:14:04.950,9
536,03-17,16:14:05.038,1702,8671,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:14:05.038,9
537,03-17,16:14:05.460,1702,2105,Informativo,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261870094, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",2024-03-17 16:14:05.460,5
538,03-17,16:14:05.461,1702,2105,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:14:05.461,1
539,03-17,16:14:05.557,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:05.557,1
540,03-17,16:14:05.557,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:05.557,18
541,03-17,16:14:05.571,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:05.571,1
542,03-17,16:14:05.572,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:05.572,18
543,03-17,16:14:05.616,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:05.616,1
544,03-17,16:14:05.616,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:05.616,18
545,03-17,16:14:05.642,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:05.642,1
546,03-17,16:14:05.643,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:05.643,18
547,03-17,16:14:05.705,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:05.705,1
548,03-17,16:14:05.706,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:05.706,18
549,03-17,16:14:05.724,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:05.724,1
550,03-17,16:14:05.724,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:05.724,18
551,03-17,16:14:05.848,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:05.848,1
552,03-17,16:14:05.849,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:05.849,18
553,03-17,16:14:05.871,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:05.871,1
554,03-17,16:14:05.872,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:05.872,18
555,03-17,16:14:05.956,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:05.956,1
556,03-17,16:14:05.957,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:05.957,18
557,03-17,16:14:05.971,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:05.971,1
558,03-17,16:14:05.972,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:05.972,18
559,03-17,16:14:05.979,1702,2105,Informativo,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261870612, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",2024-03-17 16:14:05.979,5
560,03-17,16:14:05.979,1702,2105,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:14:05.979,1
561,03-17,16:14:06.010,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:14:06.010,3
562,03-17,16:14:06.010,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:14:06.010,3
563,03-17,16:14:06.010,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:14:06.010,4
564,03-17,16:14:06.043,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:06.043,1
565,03-17,16:14:06.044,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:06.044,18
566,03-17,16:14:06.057,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:06.057,1
567,03-17,16:14:06.057,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:06.057,18
568,03-17,16:14:06.064,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:06.064,1
569,03-17,16:14:06.065,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:06.065,18
570,03-17,16:14:06.107,1702,1737,Informativo,WindowManager,Destroying surface Surface(name=PopupWindow:d76a91d) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E41,Destroying surface Surface(name=<*>) called by <*>,2024-03-17 16:14:06.107,13
571,03-17,16:14:06.115,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:06.115,1
572,03-17,16:14:06.115,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:06.115,18
573,03-17,16:14:06.127,1702,8671,Informativo,WindowManager,Destroying surface Surface(name=PopupWindow:9b04807) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E41,Destroying surface Surface(name=<*>) called by <*>,2024-03-17 16:14:06.127,13
574,03-17,16:14:06.131,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:06.131,1
575,03-17,16:14:06.132,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:14:06.132,18
576,03-17,16:14:06.311,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:14:06.311,3
577,03-17,16:14:06.311,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:14:06.311,3
578,03-17,16:14:06.311,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:14:06.311,4
579,03-17,16:14:06.612,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:14:06.612,3
580,03-17,16:14:06.613,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:14:06.613,3
581,03-17,16:14:06.613,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:14:06.613,4
582,03-17,16:14:06.784,1702,17633,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:14:06.784,9
583,03-17,16:14:06.913,1702,2105,Informativo,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261871547, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",2024-03-17 16:14:06.913,5
584,03-17,16:14:06.913,1702,2105,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:14:06.913,1
585,03-17,16:14:06.916,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:14:06.916,3
586,03-17,16:14:06.916,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:14:06.916,3
587,03-17,16:14:06.916,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:14:06.916,4
588,03-17,16:14:07.615,1702,2105,Informativo,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261872249, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",2024-03-17 16:14:07.615,5
589,03-17,16:14:07.616,1702,2105,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:14:07.616,1
590,03-17,16:14:07.697,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:14:07.697,1
