LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate,datetime,content_length
359,-,1119291235,2005-06-20,R01-M0-NE-C:J06-U01,2005-06-20-11.13.55.422033,R01-M0-NE-C:J06-U01,RAS,KERNEL,Informativo,generating core.4614,E67,generating core.<*>,2005-06-20 18:13:55,2
360,-,1119291291,2005-06-20,R13-M1-N8-C:J05-U11,2005-06-20-11.14.51.439913,R13-M1-N8-C:J05-U11,RAS,KERNEL,Informativo,generating core.7615,E67,generating core.<*>,2005-06-20 18:14:51,2
361,-,1119291293,2005-06-20,R10-M0-N8-C:J03-U11,2005-06-20-11.14.53.357175,R10-M0-N8-C:J03-U11,RAS,KERNEL,Informativo,generating core.15935,E67,generating core.<*>,2005-06-20 18:14:53,2
362,-,1119309833,2005-06-20,R14-M1-N0-I:J18-U01,2005-06-20-16.23.53.944371,R14-M1-N0-I:J18-U01,RAS,APP,Error,"ciod: Error loading /home/draeger/testQboxhang-nozerobytebug-nosleepyescomm: invalid or missing program image, No such file or directory",E28,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",2005-06-20 23:23:53,14
363,APPCHILD,1119319455,2005-06-20,R12-M1-NC-I:J18-U11,2005-06-20-19.04.15.002425,R12-M1-NC-I:J18-U11,RAS,APP,Error,ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes,E23,ciod: Error creating node map from file <*>: No child processes,2005-06-21 02:04:15,11
364,-,1119324666,2005-06-20,R16-M1-N2-C:J17-U01,2005-06-20-20.31.06.282052,R16-M1-N2-C:J17-U01,RAS,KERNEL,Informativo,"CE sym 0, at 0x1b858280, mask 0x40",E18,"CE sym <*>, at <*>, mask <*>",2005-06-21 03:31:06,7
365,-,1119377678,2005-06-21,R20-M0-N9-C:J11-U11,2005-06-21-11.14.38.018978,R20-M0-N9-C:J11-U11,RAS,KERNEL,Informativo,generating core.8089,E67,generating core.<*>,2005-06-21 18:14:38,2
366,-,1119377680,2005-06-21,R20-M1-N2-C:J17-U01,2005-06-21-11.14.40.347916,R20-M1-N2-C:J17-U01,RAS,KERNEL,Informativo,generating core.4660,E67,generating core.<*>,2005-06-21 18:14:40,2
367,-,1119377709,2005-06-21,R24-M1-NB-C:J11-U01,2005-06-21-11.15.09.415157,R24-M1-NB-C:J11-U01,RAS,KERNEL,Informativo,generating core.721,E67,generating core.<*>,2005-06-21 18:15:09,2
368,-,1119377756,2005-06-21,R21-M1-N6-C:J02-U01,2005-06-21-11.15.56.944563,R21-M1-N6-C:J02-U01,RAS,KERNEL,Informativo,generating core.5287,E67,generating core.<*>,2005-06-21 18:15:56,2
369,-,1119377784,2005-06-21,R20-M1-N8-C:J04-U11,2005-06-21-11.16.24.473585,R20-M1-N8-C:J04-U11,RAS,KERNEL,Informativo,generating core.783,E67,generating core.<*>,2005-06-21 18:16:24,2
370,-,1119381883,2005-06-21,R05-M1-N8-C:J13-U01,2005-06-21-12.24.43.265881,R05-M1-N8-C:J13-U01,RAS,KERNEL,Informativo,"1 ddr errors(s) detected and corrected on rank 0, symbol 17, bit 1",E2,"<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",2005-06-21 19:24:43,13
371,-,1119383898,2005-06-21,R02-M1-N0-C:J12-U11,2005-06-21-12.58.18.149869,R02-M1-N0-C:J12-U11,RAS,KERNEL,Informativo,instruction cache parity error corrected,E77,instruction cache parity error corrected,2005-06-21 19:58:18,5
372,-,1119402454,2005-06-21,R22-M0-N4-I:J18-U11,2005-06-21-18.07.34.337232,R22-M0-N4-I:J18-U11,RAS,APP,Error,"ciod: Error loading ./runtime_malloc: invalid or missing program image, No such file or directory",E28,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",2005-06-22 01:07:34,14
373,-,1119450937,2005-06-22,R02-M1-N0-C:J12-U11,2005-06-22-07.35.37.412184,R02-M1-N0-C:J12-U11,RAS,KERNEL,Informativo,instruction cache parity error corrected,E77,instruction cache parity error corrected,2005-06-22 14:35:37,5
374,-,1119475796,2005-06-22,R22-M0-NA-C:J02-U11,2005-06-22-14.29.56.824423,R22-M0-NA-C:J02-U11,RAS,KERNEL,Informativo,199680 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-22 21:29:56,4
375,-,1119478812,2005-06-22,R20-M0-N3-C:J14-U01,2005-06-22-15.20.12.174541,R20-M0-N3-C:J14-U01,RAS,KERNEL,Informativo,1969920 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-22 22:20:12,4
376,-,1119479310,2005-06-22,R20-M0-N6-C:J03-U01,2005-06-22-15.28.30.643475,R20-M0-N6-C:J03-U01,RAS,KERNEL,Informativo,2576000 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-22 22:28:30,4
377,-,1119479317,2005-06-22,R21-M1-N1-C:J08-U11,2005-06-22-15.28.37.811949,R21-M1-N1-C:J08-U11,RAS,KERNEL,Informativo,2576000 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-22 22:28:37,4
378,-,1119481305,2005-06-22,R22-M1-NA-C:J04-U11,2005-06-22-16.01.45.870183,R22-M1-NA-C:J04-U11,RAS,KERNEL,Informativo,6182400 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-22 23:01:45,4
379,-,1119545636,2005-06-23,R23-M1-N7-C:J02-U01,2005-06-23-09.53.56.123342,R23-M1-N7-C:J02-U01,RAS,KERNEL,Informativo,6182400 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-23 16:53:56,4
380,-,1119569236,2005-06-23,R22-M0-N6-C:J12-U11,2005-06-23-16.27.16.266001,R22-M0-N6-C:J12-U11,RAS,KERNEL,Informativo,6182400 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-23 23:27:16,4
381,-,1119571364,2005-06-23,R23-M1-N7-C:J14-U01,2005-06-23-17.02.44.950044,R23-M1-N7-C:J14-U01,RAS,KERNEL,Informativo,3091200 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-24 00:02:44,4
382,-,1119571369,2005-06-23,R23-M1-ND-C:J02-U01,2005-06-23-17.02.49.991152,R23-M1-ND-C:J02-U01,RAS,KERNEL,Informativo,3091200 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-24 00:02:49,4
383,-,1119572030,2005-06-23,R23-M1-N8-C:J06-U01,2005-06-23-17.13.50.341611,R23-M1-N8-C:J06-U01,RAS,KERNEL,Informativo,3091200 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-24 00:13:50,4
384,-,1119625799,2005-06-24,R03-M0-NB-C:J10-U11,2005-06-24-08.09.59.585592,R03-M0-NB-C:J10-U11,RAS,KERNEL,Informativo,"CE sym 12, at 0x1b786f60, mask 0x04",E18,"CE sym <*>, at <*>, mask <*>",2005-06-24 15:09:59,7
385,-,1119638161,2005-06-24,R16-M1-N2-C:J17-U01,2005-06-24-11.36.01.774405,R16-M1-N2-C:J17-U01,RAS,KERNEL,Informativo,"CE sym 0, at 0x1b8584e0, mask 0x80",E18,"CE sym <*>, at <*>, mask <*>",2005-06-24 18:36:01,7
386,-,1119677904,2005-06-24,R36-M0-N5-C:J03-U01,2005-06-24-22.38.24.830252,R36-M0-N5-C:J03-U01,RAS,KERNEL,Informativo,"CE sym 23, at 0x03f89c00, mask 0x10",E18,"CE sym <*>, at <*>, mask <*>",2005-06-25 05:38:24,7
387,-,1119693767,2005-06-25,R22-M0-NF-C:J02-U01,2005-06-25-03.02.47.673562,R22-M0-NF-C:J02-U01,RAS,KERNEL,Informativo,23431872 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-25 10:02:47,4
388,-,1119695647,2005-06-25,R31-M1-ND-C:J05-U01,2005-06-25-03.34.07.686513,R31-M1-ND-C:J05-U01,RAS,KERNEL,Informativo,259966605 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-25 10:34:07,4
389,-,1119695690,2005-06-25,R35-M0-NF-C:J11-U11,2005-06-25-03.34.50.645459,R35-M0-NF-C:J11-U11,RAS,KERNEL,Informativo,255244071 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-25 10:34:50,4
390,-,1119695755,2005-06-25,R32-M0-N4-C:J02-U01,2005-06-25-03.35.55.677192,R32-M0-N4-C:J02-U01,RAS,KERNEL,Informativo,259822751 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-25 10:35:55,4
391,-,1119714915,2005-06-25,R30-M1-N7-C:J12-U01,2005-06-25-08.55.15.625203,R30-M1-N7-C:J12-U01,RAS,KERNEL,Informativo,generating core.24721,E67,generating core.<*>,2005-06-25 15:55:15,2
392,-,1119714992,2005-06-25,R20-M1-NB-C:J17-U01,2005-06-25-08.56.32.658269,R20-M1-NB-C:J17-U01,RAS,KERNEL,Informativo,generating core.4184,E67,generating core.<*>,2005-06-25 15:56:32,2
393,-,1119715100,2005-06-25,R26-M0-N6-C:J13-U11,2005-06-25-08.58.20.635863,R26-M0-N6-C:J13-U11,RAS,KERNEL,Informativo,generating core.58109,E67,generating core.<*>,2005-06-25 15:58:20,2
394,-,1119715124,2005-06-25,R27-M1-N7-C:J10-U01,2005-06-25-08.58.44.769752,R27-M1-N7-C:J10-U01,RAS,KERNEL,Informativo,generating core.9881,E67,generating core.<*>,2005-06-25 15:58:44,2
395,-,1119715242,2005-06-25,R21-M0-ND-C:J03-U11,2005-06-25-09.00.42.287070,R21-M0-ND-C:J03-U11,RAS,KERNEL,Informativo,generating core.19579,E67,generating core.<*>,2005-06-25 16:00:42,2
396,-,1119715309,2005-06-25,R34-M0-N2-C:J12-U01,2005-06-25-09.01.49.568758,R34-M0-N2-C:J12-U01,RAS,KERNEL,Informativo,generating core.4501,E67,generating core.<*>,2005-06-25 16:01:49,2
397,-,1119715342,2005-06-25,R31-M1-NE-C:J06-U11,2005-06-25-09.02.22.976560,R31-M1-NE-C:J06-U11,RAS,KERNEL,Informativo,generating core.50230,E67,generating core.<*>,2005-06-25 16:02:22,2
398,-,1119715346,2005-06-25,R30-M1-NA-C:J14-U11,2005-06-25-09.02.26.738118,R30-M1-NA-C:J14-U11,RAS,KERNEL,Informativo,generating core.62516,E67,generating core.<*>,2005-06-25 16:02:26,2
399,-,1119715392,2005-06-25,R34-M1-ND-C:J10-U01,2005-06-25-09.03.12.849230,R34-M1-ND-C:J10-U01,RAS,KERNEL,Informativo,generating core.27921,E67,generating core.<*>,2005-06-25 16:03:12,2
400,-,1119715413,2005-06-25,R25-M0-N6-C:J08-U11,2005-06-25-09.03.33.373728,R25-M0-N6-C:J08-U11,RAS,KERNEL,Informativo,generating core.16830,E67,generating core.<*>,2005-06-25 16:03:33,2
401,-,1119715453,2005-06-25,R21-M1-N7-C:J10-U01,2005-06-25-09.04.13.083368,R21-M1-N7-C:J10-U01,RAS,KERNEL,Informativo,generating core.9369,E67,generating core.<*>,2005-06-25 16:04:13,2
402,-,1119715567,2005-06-25,R23-M1-N6-C:J14-U01,2005-06-25-09.06.07.234215,R23-M1-N6-C:J14-U01,RAS,KERNEL,Informativo,generating core.10140,E67,generating core.<*>,2005-06-25 16:06:07,2
403,-,1119715593,2005-06-25,R32-M0-NA-C:J13-U11,2005-06-25-09.06.33.323216,R32-M0-NA-C:J13-U11,RAS,KERNEL,Informativo,generating core.37749,E67,generating core.<*>,2005-06-25 16:06:33,2
404,-,1119715602,2005-06-25,R35-M0-N6-C:J06-U11,2005-06-25-09.06.42.210046,R35-M0-N6-C:J06-U11,RAS,KERNEL,Informativo,generating core.9654,E67,generating core.<*>,2005-06-25 16:06:42,2
405,-,1119715612,2005-06-25,R23-M0-N9-C:J05-U01,2005-06-25-09.06.52.855570,R23-M0-N9-C:J05-U01,RAS,KERNEL,Informativo,generating core.56155,E67,generating core.<*>,2005-06-25 16:06:52,2
406,-,1119715625,2005-06-25,R24-M1-N9-C:J06-U11,2005-06-25-09.07.05.564792,R24-M1-N9-C:J06-U11,RAS,KERNEL,Informativo,generating core.40250,E67,generating core.<*>,2005-06-25 16:07:05,2
407,-,1119715819,2005-06-25,R15-M1-NB-C:J12-U11,2005-06-25-09.10.19.844956,R15-M1-NB-C:J12-U11,RAS,KERNEL,Informativo,generating core.45353,E67,generating core.<*>,2005-06-25 16:10:19,2
408,-,1119715834,2005-06-25,R15-M1-NF-C:J07-U11,2005-06-25-09.10.34.515707,R15-M1-NF-C:J07-U11,RAS,KERNEL,Informativo,generating core.9578,E67,generating core.<*>,2005-06-25 16:10:34,2
409,-,1119715845,2005-06-25,R17-M1-N9-C:J16-U01,2005-06-25-09.10.45.117528,R17-M1-N9-C:J16-U01,RAS,KERNEL,Informativo,generating core.14856,E67,generating core.<*>,2005-06-25 16:10:45,2
410,-,1119715908,2005-06-25,R00-M1-NA-C:J14-U01,2005-06-25-09.11.48.847599,R00-M1-NA-C:J14-U01,RAS,KERNEL,Informativo,generating core.62468,E67,generating core.<*>,2005-06-25 16:11:48,2
411,-,1119715922,2005-06-25,R16-M1-NA-C:J02-U01,2005-06-25-09.12.02.795224,R16-M1-NA-C:J02-U01,RAS,KERNEL,Informativo,generating core.38415,E67,generating core.<*>,2005-06-25 16:12:02,2
412,-,1119715980,2005-06-25,R00-M0-N1-C:J09-U11,2005-06-25-09.13.00.933541,R00-M0-N1-C:J09-U11,RAS,KERNEL,Informativo,generating core.39138,E67,generating core.<*>,2005-06-25 16:13:00,2
413,-,1119725008,2005-06-25,R21-M1-N5-C:J08-U01,2005-06-25-11.43.28.548275,R21-M1-N5-C:J08-U01,RAS,KERNEL,Informativo,generating core.10394,E67,generating core.<*>,2005-06-25 18:43:28,2
414,-,1119725040,2005-06-25,R05-M0-N7-C:J04-U01,2005-06-25-11.44.00.166788,R05-M0-N7-C:J04-U01,RAS,KERNEL,Informativo,generating core.41347,E67,generating core.<*>,2005-06-25 18:44:00,2
415,-,1119725071,2005-06-25,R04-M0-N1-C:J03-U01,2005-06-25-11.44.31.893401,R04-M0-N1-C:J03-U01,RAS,KERNEL,Informativo,generating core.7619,E67,generating core.<*>,2005-06-25 18:44:31,2
416,-,1119725148,2005-06-25,R31-M1-N2-C:J07-U01,2005-06-25-11.45.48.948077,R31-M1-N2-C:J07-U01,RAS,KERNEL,Informativo,generating core.54486,E67,generating core.<*>,2005-06-25 18:45:48,2
417,-,1119725160,2005-06-25,R33-M1-N2-C:J10-U01,2005-06-25-11.46.00.991233,R33-M1-N2-C:J10-U01,RAS,KERNEL,Informativo,generating core.22421,E67,generating core.<*>,2005-06-25 18:46:00,2
418,-,1119725245,2005-06-25,R33-M1-NE-C:J11-U01,2005-06-25-11.47.25.436889,R33-M1-NE-C:J11-U01,RAS,KERNEL,Informativo,generating core.18261,E67,generating core.<*>,2005-06-25 18:47:25,2
419,-,1119725280,2005-06-25,R20-M0-N7-C:J15-U11,2005-06-25-11.48.00.361268,R20-M0-N7-C:J15-U11,RAS,KERNEL,Informativo,generating core.58616,E67,generating core.<*>,2005-06-25 18:48:00,2
420,-,1119725305,2005-06-25,R27-M1-N9-C:J17-U11,2005-06-25-11.48.25.313227,R27-M1-N9-C:J17-U11,RAS,KERNEL,Informativo,generating core.47736,E67,generating core.<*>,2005-06-25 18:48:25,2
421,-,1119725352,2005-06-25,R24-M0-N7-C:J17-U01,2005-06-25-11.49.12.068081,R24-M0-N7-C:J17-U01,RAS,KERNEL,Informativo,generating core.25048,E67,generating core.<*>,2005-06-25 18:49:12,2
422,-,1119725352,2005-06-25,R24-M0-N7-C:J10-U01,2005-06-25-11.49.12.823777,R24-M0-N7-C:J10-U01,RAS,KERNEL,Informativo,generating core.58777,E67,generating core.<*>,2005-06-25 18:49:12,2
423,-,1119725476,2005-06-25,R33-M0-N1-C:J11-U11,2005-06-25-11.51.16.800981,R33-M0-N1-C:J11-U11,RAS,KERNEL,Informativo,generating core.49137,E67,generating core.<*>,2005-06-25 18:51:16,2
424,-,1119725489,2005-06-25,R27-M1-NF-C:J10-U11,2005-06-25-11.51.29.486868,R27-M1-NF-C:J10-U11,RAS,KERNEL,Informativo,generating core.42553,E67,generating core.<*>,2005-06-25 18:51:29,2
425,-,1119726280,2005-06-25,R10-M1-NA-C:J13-U11,2005-06-25-12.04.40.064277,R10-M1-NA-C:J13-U11,RAS,KERNEL,Informativo,generating core.2109,E67,generating core.<*>,2005-06-25 19:04:40,2
426,-,1119726375,2005-06-25,R14-M1-N6-C:J06-U01,2005-06-25-12.06.15.851937,R14-M1-N6-C:J06-U01,RAS,KERNEL,Informativo,generating core.718,E67,generating core.<*>,2005-06-25 19:06:15,2
427,-,1119726549,2005-06-25,R01-M1-NB-C:J14-U01,2005-06-25-12.09.09.759272,R01-M1-NB-C:J14-U01,RAS,KERNEL,Informativo,generating core.10752,E67,generating core.<*>,2005-06-25 19:09:09,2
428,-,1119726634,2005-06-25,R06-M0-N7-C:J04-U01,2005-06-25-12.10.34.183984,R06-M0-N7-C:J04-U01,RAS,KERNEL,Informativo,generating core.323,E67,generating core.<*>,2005-06-25 19:10:34,2
429,-,1119736307,2005-06-25,R01-M1-N8-I:J18-U11,2005-06-25-14.51.47.575572,R01-M1-N8-I:J18-U11,RAS,APP,Error,"ciod: Error loading /home/glosli/src/ddcMD/ddcMD/1.1.13/ddcMDbglV: invalid or missing program image, No such file or directory",E28,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",2005-06-25 21:51:47,14
430,-,1119799504,2005-06-26,R01-M1-ND-C:J15-U11,2005-06-26-08.25.04.032782,R01-M1-ND-C:J15-U11,RAS,KERNEL,Informativo,"CE sym 5, at 0x11042a80, mask 0x04",E18,"CE sym <*>, at <*>, mask <*>",2005-06-26 15:25:04,7
431,-,1119801659,2005-06-26,R02-M1-N0-C:J12-U11,2005-06-26-09.00.59.195050,R02-M1-N0-C:J12-U11,RAS,KERNEL,Informativo,instruction cache parity error corrected,E77,instruction cache parity error corrected,2005-06-26 16:00:59,5
432,-,1119802755,2005-06-26,R03-M0-N9-C:J09-U01,2005-06-26-09.19.15.022089,R03-M0-N9-C:J09-U01,RAS,KERNEL,Informativo,generating core.21112,E67,generating core.<*>,2005-06-26 16:19:15,2
433,-,1119802781,2005-06-26,R07-M1-N0-C:J15-U11,2005-06-26-09.19.41.368208,R07-M1-N0-C:J15-U11,RAS,KERNEL,Informativo,program interrupt,E98,program interrupt,2005-06-26 16:19:41,2
434,-,1119802848,2005-06-26,R36-M1-NC-C:J06-U11,2005-06-26-09.20.48.858436,R36-M1-NC-C:J06-U11,RAS,KERNEL,Informativo,generating core.28370,E67,generating core.<*>,2005-06-26 16:20:48,2
435,-,1119803084,2005-06-26,R36-M0-ND-C:J13-U11,2005-06-26-09.24.44.819150,R36-M0-ND-C:J13-U11,RAS,KERNEL,Informativo,program interrupt: illegal instruction......1,E101,program interrupt: illegal instruction......<*>,2005-06-26 16:24:44,4
436,-,1119803149,2005-06-26,R01-M1-N0-C:J04-U11,2005-06-26-09.25.49.706431,R01-M1-N0-C:J04-U11,RAS,KERNEL,Informativo,program interrupt: illegal instruction......1,E101,program interrupt: illegal instruction......<*>,2005-06-26 16:25:49,4
437,-,1119803207,2005-06-26,R05-M1-N9-C:J14-U11,2005-06-26-09.26.47.879500,R05-M1-N9-C:J14-U11,RAS,KERNEL,Informativo,program interrupt: privileged instruction...0,E103,program interrupt: privileged instruction...<*>,2005-06-26 16:26:47,4
438,-,1119803468,2005-06-26,R36-M1-ND-C:J16-U11,2005-06-26-09.31.08.715435,R36-M1-ND-C:J16-U11,RAS,KERNEL,Informativo,data store interrupt caused by dcbf.........0,E53,data store interrupt caused by dcbf.........<*>,2005-06-26 16:31:08,6
439,-,1119803528,2005-06-26,R05-M0-NE-C:J05-U01,2005-06-26-09.32.08.442047,R05-M0-NE-C:J05-U01,RAS,KERNEL,Informativo,data store interrupt caused by icbi.........0,E54,data store interrupt caused by icbi.........<*>,2005-06-26 16:32:08,6
440,-,1119803550,2005-06-26,R35-M0-NB-C:J16-U01,2005-06-26-09.32.30.029388,R35-M0-NB-C:J16-U01,RAS,KERNEL,Informativo,data store interrupt caused by icbi.........0,E54,data store interrupt caused by icbi.........<*>,2005-06-26 16:32:30,6
441,-,1119803599,2005-06-26,R01-M0-N2-C:J08-U01,2005-06-26-09.33.19.958512,R01-M0-N2-C:J08-U01,RAS,KERNEL,Informativo,auxiliary processor.........................0,E15,auxiliary processor.........................<*>,2005-06-26 16:33:19,2
442,-,1119803602,2005-06-26,R00-M0-NB-C:J09-U01,2005-06-26-09.33.22.839312,R00-M0-NB-C:J09-U01,RAS,KERNEL,Informativo,auxiliary processor.........................0,E15,auxiliary processor.........................<*>,2005-06-26 16:33:22,2
443,-,1119803608,2005-06-26,R06-M0-NE-C:J12-U11,2005-06-26-09.33.28.642706,R06-M0-NE-C:J12-U11,RAS,KERNEL,Informativo,auxiliary processor.........................0,E15,auxiliary processor.........................<*>,2005-06-26 16:33:28,2
444,-,1119803693,2005-06-26,R00-M1-N3-C:J11-U01,2005-06-26-09.34.53.251232,R00-M1-N3-C:J11-U01,RAS,KERNEL,Informativo,program interrupt: unimplemented operation..0,E105,program interrupt: unimplemented operation..<*>,2005-06-26 16:34:53,4
445,-,1119803805,2005-06-26,R36-M0-N9-C:J12-U01,2005-06-26-09.36.45.237515,R36-M0-N9-C:J12-U01,RAS,KERNEL,Informativo,program interrupt: imprecise exception......0,E102,program interrupt: imprecise exception......<*>,2005-06-26 16:36:45,4
446,-,1119803856,2005-06-26,R02-M1-N4-C:J12-U01,2005-06-26-09.37.36.335874,R02-M1-N4-C:J12-U01,RAS,KERNEL,Informativo,program interrupt: imprecise exception......0,E102,program interrupt: imprecise exception......<*>,2005-06-26 16:37:36,4
447,-,1119806904,2005-06-26,R05-M0-N3-C:J11-U11,2005-06-26-10.28.24.350248,R05-M0-N3-C:J11-U11,RAS,KERNEL,Informativo,generating core.14700,E67,generating core.<*>,2005-06-26 17:28:24,2
448,-,1119806939,2005-06-26,R05-M0-N7-C:J13-U01,2005-06-26-10.28.59.279042,R05-M0-N7-C:J13-U01,RAS,KERNEL,Informativo,program interrupt,E98,program interrupt,2005-06-26 17:28:59,2
449,-,1119806955,2005-06-26,R03-M1-NC-C:J05-U11,2005-06-26-10.29.15.890436,R03-M1-NC-C:J05-U11,RAS,KERNEL,Informativo,program interrupt,E98,program interrupt,2005-06-26 17:29:15,2
450,-,1119806971,2005-06-26,R05-M1-N8-C:J15-U11,2005-06-26-10.29.31.819506,R05-M1-N8-C:J15-U11,RAS,KERNEL,Informativo,instruction address: 0x0062fe04,E76,instruction address: <*>,2005-06-26 17:29:31,3
451,-,1119807051,2005-06-26,R05-M0-N6-C:J06-U11,2005-06-26-10.30.51.645473,R05-M0-N6-C:J06-U11,RAS,KERNEL,Informativo,exception syndrome register: 0x08000000,E61,exception syndrome register: <*>,2005-06-26 17:30:51,4
452,-,1119807165,2005-06-26,R00-M0-N4-C:J02-U01,2005-06-26-10.32.45.810547,R00-M0-N4-C:J02-U01,RAS,KERNEL,Informativo,program interrupt: illegal instruction......1,E101,program interrupt: illegal instruction......<*>,2005-06-26 17:32:45,4
453,-,1119807218,2005-06-26,R35-M1-NF-C:J15-U01,2005-06-26-10.33.38.646025,R35-M1-NF-C:J15-U01,RAS,KERNEL,Informativo,program interrupt: privileged instruction...0,E103,program interrupt: privileged instruction...<*>,2005-06-26 17:33:38,4
454,-,1119807482,2005-06-26,R05-M0-N5-C:J09-U11,2005-06-26-10.38.02.680379,R05-M0-N5-C:J09-U11,RAS,KERNEL,Informativo,data store interrupt caused by dcbf.........0,E53,data store interrupt caused by dcbf.........<*>,2005-06-26 17:38:02,6
455,-,1119807491,2005-06-26,R02-M0-N9-C:J06-U01,2005-06-26-10.38.11.390037,R02-M0-N9-C:J06-U01,RAS,KERNEL,Informativo,data store interrupt caused by dcbf.........0,E53,data store interrupt caused by dcbf.........<*>,2005-06-26 17:38:11,6
456,-,1119807588,2005-06-26,R33-M1-N3-C:J16-U11,2005-06-26-10.39.48.944209,R33-M1-N3-C:J16-U11,RAS,KERNEL,Informativo,auxiliary processor.........................0,E15,auxiliary processor.........................<*>,2005-06-26 17:39:48,2
457,-,1119859191,2005-06-27,R16-M1-N2-C:J17-U01,2005-06-27-00.59.51.127175,R16-M1-N2-C:J17-U01,RAS,KERNEL,Informativo,"CE sym 0, at 0x1b8594e0, mask 0x40",E18,"CE sym <*>, at <*>, mask <*>",2005-06-27 07:59:51,7
458,-,1119977619,2005-06-28,R02-M1-NE,2005-06-28-09.53.39.479164,R02-M1-NE,,DISCOVERY,Advertencia,Node card is not fully functional,E90,Node card is not fully functional,2005-06-28 16:53:39,6
459,-,1119989828,2005-06-28,R26-M0-NB-C:J07-U01,2005-06-28-13.17.08.922455,R26-M0-NB-C:J07-U01,RAS,KERNEL,Informativo,"CE sym 10, at 0x08e70580, mask 0x08",E18,"CE sym <*>, at <*>, mask <*>",2005-06-28 20:17:08,7
460,-,1120091427,2005-06-29,R05-M1-N3-C:J03-U11,2005-06-29-17.30.27.216695,R05-M1-N3-C:J03-U11,RAS,KERNEL,Informativo,generating core.1786,E67,generating core.<*>,2005-06-30 00:30:27,2
461,-,1120091562,2005-06-29,R37-M0-NA-C:J15-U01,2005-06-29-17.32.42.585032,R37-M0-NA-C:J15-U01,RAS,KERNEL,Informativo,generating core.26918,E67,generating core.<*>,2005-06-30 00:32:42,2
462,-,1120091766,2005-06-29,R32-M1-ND-C:J04-U01,2005-06-29-17.36.06.730195,R32-M1-ND-C:J04-U01,RAS,KERNEL,Informativo,generating core.10125,E67,generating core.<*>,2005-06-30 00:36:06,2
463,-,1120091839,2005-06-29,R15-M1-NB-C:J16-U01,2005-06-29-17.37.19.696868,R15-M1-NB-C:J16-U01,RAS,KERNEL,Informativo,generating core.4230,E67,generating core.<*>,2005-06-30 00:37:19,2
464,-,1120091979,2005-06-29,R04-M0-N9-C:J15-U11,2005-06-29-17.39.39.542921,R04-M0-N9-C:J15-U11,RAS,KERNEL,Informativo,generating core.179,E67,generating core.<*>,2005-06-30 00:39:39,2
465,-,1120092016,2005-06-29,R05-M1-ND-C:J06-U11,2005-06-29-17.40.16.155721,R05-M1-ND-C:J06-U11,RAS,KERNEL,Informativo,generating core.1177,E67,generating core.<*>,2005-06-30 00:40:16,2
466,-,1120092072,2005-06-29,R23-M1-NC-C:J05-U11,2005-06-29-17.41.12.397279,R23-M1-NC-C:J05-U11,RAS,KERNEL,Informativo,generating core.32693,E67,generating core.<*>,2005-06-30 00:41:12,2
467,-,1120092194,2005-06-29,R12-M0-N0-C:J13-U01,2005-06-29-17.43.14.852439,R12-M0-N0-C:J13-U01,RAS,KERNEL,Informativo,generating core.7151,E67,generating core.<*>,2005-06-30 00:43:14,2
468,-,1120092215,2005-06-29,R16-M0-N0-C:J13-U01,2005-06-29-17.43.35.753036,R16-M0-N0-C:J13-U01,RAS,KERNEL,Informativo,generating core.7023,E67,generating core.<*>,2005-06-30 00:43:35,2
469,-,1120093988,2005-06-29,R36-M1-N1-C:J05-U01,2005-06-29-18.13.08.381268,R36-M1-N1-C:J05-U01,RAS,KERNEL,Informativo,344040 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-30 01:13:08,4
470,-,1120094424,2005-06-29,R10-M0-N9-C:J05-U01,2005-06-29-18.20.24.553240,R10-M0-N9-C:J05-U01,RAS,KERNEL,Informativo,344040 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,2005-06-30 01:20:24,4
