LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate,datetime,content_length
524,2015-07-30,16:12:02.180,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.29:39387,E2,Accepted socket connection from /<*>:<*>,2015-07-30 16:12:02.180,5
525,2015-07-30,16:18:34.053,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.11:53821,E7,Client attempting to establish new session at /<*>:<*>,2015-07-30 16:18:34.053,8
526,2015-07-30,16:18:34.149,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.12:45668,E7,Client attempting to establish new session at /<*>:<*>,2015-07-30 16:18:34.149,8
527,2015-07-30,16:18:36.818,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.20:56418; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-30 16:18:36.818,15
528,2015-07-30,16:18:38.680,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.42:34164; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-30 16:18:38.680,15
529,2015-07-30,16:21:28.258,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.12:45675,E7,Client attempting to establish new session at /<*>:<*>,2015-07-30 16:21:28.258,8
530,2015-07-30,16:34:50.091,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.11:54411; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-30 16:34:50.091,15
531,2015-07-30,16:44:26.593,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.12:45682 which had sessionid 0x14ed93111f200cd,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,2015-07-30 16:44:26.593,10
532,2015-07-30,16:44:36.930,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.13:37454; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-30 16:44:36.930,15
533,2015-07-30,17:06:34.257,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.12:45697 which had sessionid 0x14ed93111f200d6,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,2015-07-30 17:06:34.257,10
534,2015-07-30,17:06:40.616,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.11:54632,E7,Client attempting to establish new session at /<*>:<*>,2015-07-30 17:06:40.616,8
535,2015-07-30,17:06:40.816,Informativo,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ed93111f200df with negotiated timeout 10000 for client /10.10.34.13:37467,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,2015-07-30 17:06:40.816,10
536,2015-07-30,17:11:54.937,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,2015-07-30 17:11:54.937,5
537,2015-07-30,17:13:32.714,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.11:54738,E7,Client attempting to establish new session at /<*>:<*>,2015-07-30 17:13:32.714,8
538,2015-07-30,17:22:34.245,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,2015-07-30 17:22:34.245,5
539,2015-07-30,17:36:31.976,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.11:54983 which had sessionid 0x14ed93111f200f0,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,2015-07-30 17:36:31.976,10
540,2015-07-30,17:43:58.186,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:user.dir=/,E44,Server environment:<*>,2015-07-30 17:43:58.186,2
541,2015-07-30,17:49:05.943,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.12:45728; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-30 17:49:05.943,15
542,2015-07-30,17:55:26.200,Advertencia,WorkerSender[myid=1],QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,E5,Cannot open channel to <*> at election address /<*>:<*>,2015-07-30 17:55:26.200,9
543,2015-07-30,18:18:01.981,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.12:43125,E7,Client attempting to establish new session at /<*>:<*>,2015-07-30 18:18:01.981,8
544,2015-07-30,18:18:02.003,Informativo,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x14ede63a5a70002,E38,Processed session termination for sessionid: <*>,2015-07-30 18:18:02.003,6
545,2015-07-30,18:18:30.005,Informativo,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x34ede65503f0010,E38,Processed session termination for sessionid: <*>,2015-07-30 18:18:30.005,6
546,2015-07-30,19:50:21.400,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,2015-07-30 19:50:21.400,5
547,2015-07-30,19:50:32.001,Informativo,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x14ede63a5a70023,E38,Processed session termination for sessionid: <*>,2015-07-30 19:50:32.001,6
548,2015-07-30,19:59:02.538,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.13:38053; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-30 19:59:02.538,15
549,2015-07-30,19:59:08.004,Informativo,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x34ede65503f002b,E38,Processed session termination for sessionid: <*>,2015-07-30 19:59:08.004,6
550,2015-07-30,20:06:34.001,Informativo,SessionTracker,ZooKeeperServer,325,"Expiring session 0x24ede63a01b003b, timeout of 10000ms exceeded",E15,"Expiring session <*>, timeout of <*>ms exceeded",2015-07-30 20:06:34.001,7
551,2015-07-30,20:06:34.003,Informativo,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x24ede63a01b003b,E38,Processed session termination for sessionid: <*>,2015-07-30 20:06:34.003,6
552,2015-07-30,20:13:46.001,Informativo,SessionTracker,ZooKeeperServer,325,"Expiring session 0x34ede65503f0036, timeout of 10000ms exceeded",E15,"Expiring session <*>, timeout of <*>ms exceeded",2015-07-30 20:13:46.001,7
553,2015-07-30,20:13:46.004,Informativo,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x34ede65503f0039,E38,Processed session termination for sessionid: <*>,2015-07-30 20:13:46.004,6
554,2015-07-30,20:17:12.294,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,2015-07-30 20:17:12.294,5
555,2015-07-30,20:34:58.003,Informativo,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x14ede63a5a7003a,E38,Processed session termination for sessionid: <*>,2015-07-30 20:34:58.003,6
556,2015-07-30,20:35:02.324,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.13:38079; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-30 20:35:02.324,15
557,2015-07-30,21:03:35.465,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,2015-07-30 21:03:35.465,5
558,2015-07-30,21:03:35.468,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.13:38088 which had sessionid 0x14ede63a5a70048,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,2015-07-30 21:03:35.468,10
559,2015-07-30,21:03:44.632,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.11:40489; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-30 21:03:44.632,15
560,2015-07-30,21:03:44.634,Informativo,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ede63a5a7004b with negotiated timeout 10000 for client /10.10.34.11:40489,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,2015-07-30 21:03:44.634,10
561,2015-07-30,21:03:47.578,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.21:37904,E7,Client attempting to establish new session at /<*>:<*>,2015-07-30 21:03:47.578,8
562,2015-07-30,23:03:42.133,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.17:51214 which had sessionid 0x14ede63a5a70053,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,2015-07-30 23:03:42.133,10
563,2015-07-30,23:03:52.001,Informativo,SessionTracker,ZooKeeperServer,325,"Expiring session 0x34ede65503f005c, timeout of 10000ms exceeded",E15,"Expiring session <*>, timeout of <*>ms exceeded",2015-07-30 23:03:52.001,7
564,2015-07-30,23:03:54.002,Informativo,SessionTracker,ZooKeeperServer,325,"Expiring session 0x24ede63a01b0062, timeout of 10000ms exceeded",E15,"Expiring session <*>, timeout of <*>ms exceeded",2015-07-30 23:03:54.002,7
565,2015-07-30,23:43:22.414,Advertencia,LearnerHandler-/10.10.34.12,35276:LearnerHandler,575,******* GOODBYE /10.10.34.12:35276 ********,E1,******* GOODBYE /<*>:<*> ********,2015-07-30 23:43:22.414,4
566,2015-07-30,23:43:23.613,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumPeer,670,LOOKING,E26,LOOKING,2015-07-30 23:43:23.613,1
567,2015-07-30,23:44:01.784,Advertencia,WorkerSender[myid=1],QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,E5,Cannot open channel to <*> at election address /<*>:<*>,2015-07-30 23:44:01.784,9
568,2015-07-30,23:44:04.784,Advertencia,WorkerSender[myid=1],QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,E5,Cannot open channel to <*> at election address /<*>:<*>,2015-07-30 23:44:04.784,9
569,2015-07-30,23:44:58.183,Advertencia,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,E5,Cannot open channel to <*> at election address /<*>:<*>,2015-07-30 23:44:58.183,9
570,2015-07-30,23:49:40.005,Advertencia,RecvWorker,3:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-30 23:49:40.005,2
571,2015-07-30,23:52:26.272,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,E31,Notification time out: <*>,2015-07-30 23:52:26.272,4
572,2015-07-31,00:02:57.202,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.40:40996; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-31 00:02:57.202,15
573,2015-07-31,00:17:52.585,Informativo,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14edfaa86f60013 with negotiated timeout 10000 for client /10.10.34.27:44600,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,2015-07-31 00:17:52.585,10
574,2015-07-31,00:19:18.655,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,2015-07-31 00:19:18.655,5
575,2015-07-31,00:19:19.582,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,2015-07-31 00:19:19.582,5
576,2015-07-31,00:19:37.018,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.16:39498; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-31 00:19:37.018,15
577,2015-07-31,11:01:40.975,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.13:54485 which had sessionid 0x14edfaa86f60021,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,2015-07-31 11:01:40.975,10
578,2015-07-31,11:01:54.714,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.12:34568,E2,Accepted socket connection from /<*>:<*>,2015-07-31 11:01:54.714,5
579,2015-07-31,11:01:57.854,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.25:58975; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-31 11:01:57.854,15
580,2015-07-31,11:09:01.762,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.33:39730; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-31 11:09:01.762,15
581,2015-07-31,15:31:40.971,Informativo,Thread-1,QuorumCnxManager$Listener,486,My election bind port: 0.0.0.0/0.0.0.0:3888,E29,My election bind port: <*>/<*>:<*>,2015-07-31 15:31:40.971,5
582,2015-07-31,15:31:40.999,Informativo,WorkerSender[myid=1],QuorumCnxManager,190,"Have smaller server identifier, so dropping the connection: (2, 1)",E23,"Have smaller server identifier, so dropping the connection: (<*>, <*>)",2015-07-31 15:31:40.999,10
583,2015-07-31,15:31:42.213,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumPeer,738,FOLLOWING,E18,FOLLOWING,2015-07-31 15:31:42.213,1
584,2015-07-31,15:33:29.640,Advertencia,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,E5,Cannot open channel to <*> at election address /<*>:<*>,2015-07-31 15:33:29.640,9
585,2015-07-31,19:30:07.398,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumPeer,670,LOOKING,E26,LOOKING,2015-07-31 19:30:07.398,1
586,2015-07-31,19:30:07.403,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,740,"New election. My id =  1, proposed zxid=0x700000000",E30,"New election. My id =  <*>, proposed zxid=<*>",2015-07-31 19:30:07.403,8
587,2015-07-31,19:30:07.445,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:host.name=mesos-master-1,E44,Server environment:<*>,2015-07-31 19:30:07.445,2
588,2015-07-31,19:30:07.452,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Follower,63,FOLLOWING - LEADER ELECTION TOOK - 49,E19,FOLLOWING - LEADER ELECTION TOOK - <*>,2015-07-31 19:30:07.452,7
589,2015-07-31,21:11:05.474,Informativo,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ee3e057ed000c with negotiated timeout 10000 for client /10.10.34.37:49834,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,2015-07-31 21:11:05.474,10
590,2015-07-31,21:23:08.968,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:40061,E2,Accepted socket connection from /<*>:<*>,2015-07-31 21:23:08.968,5
591,2015-07-31,21:23:08.969,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.11:40061,E7,Client attempting to establish new session at /<*>:<*>,2015-07-31 21:23:08.969,8
592,2015-07-31,21:23:10.926,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.13:39525; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-31 21:23:10.926,15
593,2015-07-31,21:23:12.897,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.35:48971; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-07-31 21:23:12.897,15
594,2015-07-31,21:24:43.960,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,2015-07-31 21:24:43.960,5
595,2015-07-31,21:32:18.390,Informativo,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ee3e057ed002c with negotiated timeout 10000 for client /10.10.34.19:43049,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,2015-07-31 21:32:18.390,10
596,2015-07-31,21:32:20.131,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.40:58713,E7,Client attempting to establish new session at /<*>:<*>,2015-07-31 21:32:20.131,8
597,2015-07-31,21:44:41.270,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.12:59661 which had sessionid 0x14ee3e057ed0027,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,2015-07-31 21:44:41.270,10
598,2015-08-07,07:27:47.425,Informativo,WorkerReceiver[myid=1],FastLeaderElection,542,"Notification: 3 (n.leader), 0x700000197 (n.zxid), 0x1 (n.round), LEADING (n.state), 3 (n.sid), 0x7 (n.peerEPoch), LOOKING (my state)",E34,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LEADING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)",2015-08-07 07:27:47.425,16
599,2015-08-07,07:27:47.650,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Follower,63,FOLLOWING - LEADER ELECTION TOOK - 238,E19,FOLLOWING - LEADER ELECTION TOOK - <*>,2015-08-07 07:27:47.650,7
600,2015-08-10,17:52:39.654,Informativo,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f05578bd80002 with negotiated timeout 10000 for client /10.10.34.12:46262,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,2015-08-10 17:52:39.654,10
601,2015-08-10,17:53:06.869,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,2015-08-10 17:53:06.869,5
602,2015-08-10,17:53:22.767,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.15:54175,E7,Client attempting to establish new session at /<*>:<*>,2015-08-10 17:53:22.767,8
603,2015-08-10,17:53:22.870,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.16:40418; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode,2015-08-10 17:53:22.870,15
604,2015-08-10,18:12:23.970,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.19:57338 which had sessionid 0x14f05578bd8000d,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,2015-08-10 18:12:23.970,10
605,2015-08-10,18:12:24.076,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,2015-08-10 18:12:24.076,5
606,2015-08-10,18:12:24.375,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,2015-08-10 18:12:24.375,5
607,2015-08-10,18:13:25.200,Informativo,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f05578bd80020 with negotiated timeout 10000 for client /10.10.34.11:38390,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,2015-08-10 18:13:25.200,10
608,2015-08-10,18:23:49.901,Informativo,main,DatadirCleanupManager,78,autopurge.snapRetainCount set to 3,E4,autopurge.snapRetainCount set to <*>,2015-08-10 18:23:49.901,4
609,2015-08-10,18:23:50.332,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:java.vendor=Oracle Corporation,E44,Server environment:<*>,2015-08-10 18:23:50.332,3
610,2015-08-10,18:23:52.646,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:Learner,107,Revalidating client: 0x14f05578bd80018,E41,Revalidating client: <*>,2015-08-10 18:23:52.646,3
611,2015-08-10,18:23:52.649,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:ZooKeeperServer,595,Established session 0x14f05578bd80016 with negotiated timeout 10000 for client /10.10.34.13:38490,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,2015-08-10 18:23:52.649,10
612,2015-08-10,18:23:52.650,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:ZooKeeperServer,595,Established session 0x14f05578bd80013 with negotiated timeout 10000 for client /10.10.34.11:38530,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,2015-08-10 18:23:52.650,10
613,2015-08-10,18:23:52.653,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,832,Client attempting to renew session 0x14f05578bd8001b at /10.10.34.20:56374,E8,Client attempting to renew session <*> at /<*>:<*>,2015-08-10 18:23:52.653,8
614,2015-08-10,18:25:22.080,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,"Server environment:zookeeper.version=3.4.5--1, built on 06/10/2013 17:26 GMT",E44,Server environment:<*>,2015-08-10 18:25:22.080,7
615,2015-08-10,18:25:22.082,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:user.name=zookeeper,E44,Server environment:<*>,2015-08-10 18:25:22.082,2
616,2015-08-10,18:25:24.332,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:Learner,107,Revalidating client: 0x14f05578bd80013,E41,Revalidating client: <*>,2015-08-10 18:25:24.332,3
617,2015-08-10,18:25:39.907,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception,2015-08-10 18:25:39.907,5
618,2015-08-10,18:27:49.007,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.12:46331 which had sessionid 0x14f1724a6e80004,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>,2015-08-10 18:27:49.007,10
619,2015-08-18,16:09:13.285,Informativo,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:34051,E40,Received connection request /<*>:<*>,2015-08-18 16:09:13.285,4
620,2015-08-18,16:09:15.099,Informativo,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:os.name=Linux,E44,Server environment:<*>,2015-08-18 16:09:15.099,2
621,2015-08-20,13:28:51.889,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:54839,E2,Accepted socket connection from /<*>:<*>,2015-08-20 13:28:51.889,5
622,2015-08-20,13:28:51.983,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.12:58349,E7,Client attempting to establish new session at /<*>:<*>,2015-08-20 13:28:51.983,8
623,2015-08-20,17:12:29.467,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.11:56471 (no session established for client),E9,Closed socket connection for client /<*>:<*> (no session established for client),2015-08-20 17:12:29.467,11
624,2015-08-20,17:14:11.414,Advertencia,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,354,Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running,E14,Exception causing close of session <*> due to java.io.IOException: ZooKeeperServer not running,2015-08-20 17:14:11.414,12
625,2015-08-20,17:14:12.326,Informativo,WorkerReceiver[myid=1],FastLeaderElection,542,"Notification: 2 (n.leader), 0xb00000084 (n.zxid), 0x2 (n.round), LOOKING (n.state), 1 (n.sid), 0xb (n.peerEPoch), LOOKING (my state)",E37,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)",2015-08-20 17:14:12.326,16
626,2015-08-20,17:14:23.824,Informativo,WorkerReceiver[myid=1],FastLeaderElection,542,"Notification: 3 (n.leader), 0xb0000007b (n.zxid), 0x2 (n.round), LOOKING (n.state), 3 (n.sid), 0xb (n.peerEPoch), FOLLOWING (my state)",E35,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), FOLLOWING (my state)",2015-08-20 17:14:23.824,16
627,2015-08-20,17:22:22.288,Informativo,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f4a6318b80005 with negotiated timeout 10000 for client /10.10.34.11:56492,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,2015-08-20 17:22:22.288,10
628,2015-08-20,17:24:06.873,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.12:58913,E7,Client attempting to establish new session at /<*>:<*>,2015-08-20 17:24:06.873,8
629,2015-08-20,17:24:07.582,Informativo,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.18:36934,E2,Accepted socket connection from /<*>:<*>,2015-08-20 17:24:07.582,5
630,2015-08-20,17:24:07.816,Informativo,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f4a6318b80013 with negotiated timeout 10000 for client /10.10.34.20:43137,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>,2015-08-20 17:24:07.816,10
